Response,Annotator1,Annotator2,Annotator3,Score
"You might be able to consider a different point of view for another pole able using {SAT protocol 16}, give it a try. Press Continue when you are done.",1,1,1,1
"After doing {SAT protocol 16}, you might be able to take another stand at another pole. Please give it a try and press Continue when finished.",0,0,1,0
"Let's now proceed through {SAT Protocol 16} to attempt to change your perspective to other direction. When you are done, just click 'continue'.",1,1,1,1
"Let's now go through {SAT protocol 16} to try to change our perspective to the other side. When you are finished, simply click 'continue'.",1,1,0,1
"Let's change our perspective to the other pole when we attempt {SAT protocol 16}. When finished, please press 'continue'.",1,1,0,1
"Let us change our perspective to the other pole as we proceed to try {SAT protocol 16}. When you are finished, please press 'continue'.",0,0,0,0
Now we will do an exercise - {SAT protocol 16} to change your outlook to the opposite to how you usually feel. Press Continue when you're finished .,1,1,0,1
Now we will do an exercise - {SAT protocol 16} to switch your mind to the opposite of what you normally feel. When the exercise is finished press the button Continue.,0,0,1,0
Could you give {SAT protocol 16} a try to change your perspective to the other pole? Press continue if you're done.,0,0,0,0
"Please can we try to go through {SAT protocol 16} now, to help to change your perspective to the other pole. When completed, please press continue.",1,1,1,1
"Please, may we try to go through {SAT protocol 16} now as it helps change your perspective to the other pole. Please press continue when finished.",0,0,1,0
"Now I want you to try to change a perspective from one pole to the other by trying {SAT protocol 16}. When you're finished, please press continue.",1,1,1,1
"May now proceed to {SAT Protocol 16}, and when completed press Continue.",0,0,0,0
"Please try to go through {SAT protocol 16} now to change your perspective to the other pole. When finished, please press 'continue'.",1,1,1,1
,,,,
"Conserving and channelling creative energy is essential for us to live up to our creative potential. Therefore, we need self-restraint to plan and channel our limited energy toward our creative domain. (User click continue)",,,,
"Channeling our creative energy is essential for us to live up to our creative potential. Accordingly, we must use self-restraint to plan and channel our limited energy toward our creative domain. ",1,1,1,1
It's really important to rest and coordinate our energy so we can be at our best and live up to our creative potential.,0,1,0,0
We should concentrate our energy to focus our creative domain. The way we channel our energy really contributes to maximise our creative potential.,1,1,0,1
Using our creative energies properly allows us to meet our creative potential. We should consider how to manage our energy within our creative domain.,0,0,1,0
"Learning how to channel our creative energy is so important when we're trying to reach our creative potential. When we have limited energy, we need to learn to channel what we can towards your creative pursuits.",1,1,1,1
"If we want to achieve our desired creative potential, it's important to conserve and hone our creative energy. To do this, we need self-restraint and planning.",1,1,0,1
"We have to be mindful to conserve and channel our creative energy effectively - this is essential to help us to live up to our creative potential. We've only got a certain amount of energy so sometimes we need to reserve it, by planning and channeling our limited energy toward our creative domain.",1,1,1,1
"Conserving and channeling your creativity is needed for us see our creative potential. So, holding back and saving our limited energy in our creative domain is a must.",0,0,0,0
"Conserving and channelling creative energy is essential. It helps us to live up to our creative potential. Therefore, we need self-restraint to plan and channel our limited energy toward our creative domain.",1,1,1,1
One of the essential things needed for us to maximize our creative potential is to conserve and channel our creative energy.,0,0,0,0
We shall conserve our creative energy for our creative domain as our energy is limited. ,0,1,0,0
"The essential task for us to live up to our creative potential is channeling our creative energy, therefore we must use self-restraint to plan and channel our limited energy towards our creative domain.",1,1,1,1
"Channeling our creative energy is essential for us to live up to our creative potential. As such, we must have self-restrain to plan and channel our limited energy toward our creative domain.",1,1,1,1
It's really vital to rest and plan our energy so that we can be at our best and live up to our creativity potential.,0,1,0,0
